username,white_wins,black_wins
patzerson,0,1
patzmaschine,0,1
paulbeagle25,0,1
pauliskov,0,1
paulot,0,1
pavel0873,0,1
pavel1511,0,1
pavel240208,0,1
pavel_fantasma,0,1
pavlove1986,0,1
pavy,0,1
pawngt,0,1
pawninhurry,0,1
pawnsoffury2,0,1
pawnsy,0,1
pawntotsar,0,1
paynando,0,1
pcpl,0,1
pedro84,0,1
pedronstm,0,1
peerlesspenguin,0,1
pentamerone,0,1
peoncarlos,0,1
pepefortuna,0,1
pepino71,0,1
pepitoaje,0,1
perekop,0,1
peronperon,0,1
perrodo,0,1
perumanta,0,1
pet-3-ca,0,1
pete0815,0,1
peter-bon22,0,1
peter1977,0,1
peter_1950,0,1
peterlx,0,1
peternc,0,1
peterrock,0,1
petersalim,0,1
petr-klyunkov,0,1
petricx,0,1
petrosyan228,0,1
petrovich1949,0,1
petter616,0,1
peuplier,0,1
pex111,0,1
pgomez19,0,1
phazon23,0,1
philbsd,0,1
philippe2a,0,1
philiveykk,0,1
philodina,0,1
phlegethon_m,0,1
pichufrenzy,0,1
picklesmcknight,0,1
picpic,0,1
piedescalzo,0,1
piedperson,0,1
pieretti,0,1
pierk,0,1
pietaritamminen,0,1
piggy1122,0,1
pilotpetrov,0,1
pimag-45,0,1
pimentars,0,1
pinetano,0,1
pinha,0,1
pioneros,0,1
pipealiev,0,1
pitagphh,0,1
pitane1000,0,1
pitrinu,0,1
pjrcastro,0,1
plaisirdejouer,0,1
planard,0,1
planetproto,0,1
planter1144,0,1
platonovich,0,1
play4funandwin,0,1
player2002,0,1
player74456,0,1
plky,0,1
plota,0,1
pluhrd,0,1
plumbeo,0,1
plus16,0,1
plussa,0,1
pluto21,0,1
plys98,0,1
plzgnn,0,1
poetrunner,0,1
pogi73,0,1
pogrib,0,1
polasara,0,1
pomboskate,0,1
poncho_ramirez,0,1
popppey,0,1
popsun,0,1
portek,0,1
poseidon126,0,1
positive_by,0,1
posmun,0,1
potyi003,0,1
power_pcp,0,1
pp82,0,1
prabhatkumar,0,1
prakashvaishnavi,0,1
prana_iiyama,0,1
prasanth1981,0,1
prezojr,0,1
prince_saeed,0,1
principe-myskin,0,1
prins,0,1
pristine,0,1
pro100koff,0,1
prochess21,0,1
prodi83,0,1
profonder,0,1
project29,0,1
prometheus_7_77,0,1
pronew,0,1
protopopov,0,1
protopych,0,1
prutis,0,1
przema2011,0,1
psaki,0,1
psg22k,0,1
psi65,0,1
psicox,0,1
psogden2,0,1
pspsps12,0,1
pugb,0,1
punta2001,0,1
pupasso,0,1
pyromaniac115,0,1
qabaar,0,1
qayoom,0,1
quadroninja,0,1
quallada,0,1
quantumninja,0,1
quicoro,0,1
qwentin1103,0,1
qweru,0,1
qwf,0,1
r016eihaneh,0,1
r2d4check,0,1
raacheed,0,1
raaghhu,0,1
raavi,0,1
racimov,0,1
rackbank,0,1
radovankaluza,0,1
raedalghazali,0,1
rafael000,0,1
rafael43,0,1
rafaeldm,0,1
rafiquito,0,1
rafrom,0,1
raga0404,0,1
raimondsr,0,1
rainbowstream,0,1
rajapirka,0,1
rajmal,0,1
rakip2134,0,1
rama2014,0,1
ramannam,0,1
ramchander,0,1
ramongibarrar,0,1
rangerbiru,0,1
raoof90,0,1
raquiroz,0,1
raro8765,0,1
rasiak97,0,1
rasil7,0,1
rastok,0,1
raudo1906,0,1
rava,0,1
ravoshm,0,1
rawhuman,0,1
ray7,0,1
ray8,0,1
rayg3x,0,1
rayl,0,1
raymonsp,0,1
razcvet,0,1
razorboy,0,1
razorradish,0,1
rcatlc,0,1
rchevezzepeda,0,1
rdho,0,1
realehsan2000,0,1
rechevi,0,1
reclaus,0,1
red-0,0,1
redder,0,1
reggge,0,1
rehanov,0,1
reigningamadou,0,1
reiterin,0,1
rekursiv,0,1
rememberthemaine123,0,1
remy_ulloa,0,1
renanreis,0,1
renelara,0,1
replamec,0,1
rerecursing,0,1
restinpeacealready,0,1
restyrona30201598,0,1
retsamdnargeht,0,1
revod,0,1
revolverocelot,0,1
rex123,0,1
reydelmambo13,0,1
reyhanprtrs,0,1
reza32500,0,1
rezahatamiiiii,0,1
rezarooodzard,0,1
reze,0,1
rfqjr,0,1
ribari,0,1
riccardoscacchi,0,1
rich8a,0,1
richardtrumpet,0,1
ricky_77,0,1
rico_bombeiro,0,1
ridamo,0,1
riduwan,0,1
ridwan47,0,1
rihtiq,0,1
rindu38,0,1
rissal,0,1
rive,0,1
riverhorse,0,1
rizainmgr,0,1
rl12,0,1
rleijser,0,1
rm1100,0,1
rmorphy,0,1
rnold85,0,1
rnp,0,1
ro_man_20_04,0,1
rober4071,0,1
robert_190,0,1
robertlemalin,0,1
robtral9,0,1
rockeamos,0,1
rocket45,0,1
rocktom222,0,1
rodanik,0,1
rodoma2001,0,1
rodri9ro9,0,1
roelee,0,1
rogers10,0,1
rohangupta4398,0,1
rohanms,0,1
roja,0,1
romacal,0,1
romain2006,0,1
roman-king-kong,0,1
romannissan87,0,1
romanozvj,0,1
romchik_1,0,1
romek1,0,1
romeu20,0,1
romkoh,0,1
romor64,0,1
rompirio,0,1
ron2thelonjon,0,1
ronaldo69,0,1
ronaldsiklic,0,1
rondelle2,0,1
rondinei,0,1
ronjas,0,1
ronnyr3,0,1
rookie1993,0,1
rooksuras12,0,1
rootchessbr,0,1
rosesntattoos,0,1
rostfrei,0,1
roxanapaez,0,1
royas,0,1
rpm007,0,1
rpmlorenzo,0,1
rtcxks,0,1
rtuudo2,0,1
ruben922,0,1
rubengihr,0,1
rudiramawulan,0,1
rudotato,0,1
rufous,0,1
ruibarbo_7,0,1
ruiter,0,1
rukor,0,1
rulanbadr,0,1
ruma1703,0,1
runkandtoned,0,1
russiansober,0,1
rustysnake1,0,1
ruva98,0,1
ruzeebaba,0,1
rx888,0,1
rybaka,0,1
s7serg,0,1
s_a_prokoshin,0,1
sabaren,0,1
sadusiek,0,1
saeb_59,0,1
saeed7499,0,1
safadao23,0,1
safaei_55,0,1
safran25,0,1
sagaz,0,1
saggy007,0,1
sahmeran,0,1
sairamsandeep,0,1
salahudhinvp,0,1
salaravr,0,1
salbertosis,0,1
salemchess5,0,1
sallahallam1970,0,1
sallen99,0,1
salosalo1,0,1
salvo1969,0,1
sam540,0,1
sam984,0,1
samangan20,0,1
samdooley,0,1
samiraghorbani,0,1
sammyrainbow,0,1
sandeeprg7,0,1
sandocan,0,1
sanglochon,0,1
santeliz,0,1
santimp,0,1
santio,0,1
saprin,0,1
sar7an,0,1
sarascacco,0,1
saruhansen,0,1
sasan555,0,1
sasha111,0,1
sashavaluev,0,1
sasila,0,1
sassenach2,0,1
sata77,0,1
sathvikk,0,1
satoichi,0,1
saukkonen,0,1
savoy,0,1
sawyas,0,1
say1166,0,1
sb6,0,1
scabbard,0,1
schachlerno,0,1
schaslywyj,0,1
schein-n,0,1
schneeeeller,0,1
schuuuusti,0,1
schwiftysam,0,1
scooberftw,0,1
scottdsteinberg,0,1
sdabucket,0,1
sdl18,0,1
seagul,0,1
seaman13,0,1
searchmajid2,0,1
sebastianmda,0,1
sebastion813,0,1
secaje06,0,1
sedik,0,1
segundo_tol,0,1
seisseisseis,0,1
sel2525,0,1
selectable,0,1
semis,0,1
senca,0,1
seppo,0,1
septagonizate,0,1
sergeiurevich29,0,1
sergeiutkin,0,1
sergey-aero,0,1
sergey12345,0,1
sergey23,0,1
sergey69,0,1
sergey_1963,0,1
sergeypurgin,0,1
sergiomico,0,1
sergiysydorenko,0,1
serjjant,0,1
sethmonu,0,1
sexosterone,0,1
shadi-p,0,1
shafara,0,1
shahimuramato,0,1
shahrizar,0,1
shairo08,0,1
shakes,0,1
shamlanaseer,0,1
shamliq,0,1
shatir,0,1
shelob,0,1
shemyaka,0,1
sherepaak,0,1
shir0,0,1
shiva77077,0,1
shiyasph,0,1
shon_tambunan,0,1
shozolosa,0,1
shturmovic,0,1
shud,0,1
shueybalooey,0,1
shushul2016,0,1
shuthdar,0,1
sibek,0,1
sickboy74,0,1
sieg09090,0,1
siegfried1944,0,1
sielskr,0,1
sigi1,0,1
sigma36,0,1
silverblaze,0,1
simancungnababan,0,1
simoon23,0,1
sinistar,0,1
sipo,0,1
sirius11111,0,1
sischen126,0,1
sitaikuku,0,1
sixtyfour,0,1
skagarmanov,0,1
skakkolomatto,0,1
skalamoosh,0,1
skandar,0,1
skillet,0,1
skinnerua,0,1
skipskipskop,0,1
sknatthh,0,1
skorlions28,0,1
skryvladimir,0,1
slam_ment,0,1
slavy,0,1
slechta,0,1
slimes1,0,1
sllallom,0,1
smail94,0,1
smartguy101,0,1
smashtoblack,0,1
smilepls,0,1
smohajer,0,1
smorris,0,1
smrttwin,0,1
snake-mark,0,1
snatchpato,0,1
snigirev,0,1
snilleblixten,0,1
snusmumrik,0,1
sockoot,0,1
sogol1350,0,1
sokolovi,0,1
somerandomguy23,0,1
sommer2130,0,1
sonata2,0,1
songhuonggiang,0,1
sonnnoleg70,0,1
sonofplaninc,0,1
sony1977,0,1
sorenagrand,0,1
soulaimane,0,1
soultego,0,1
soupe_salade,0,1
southafricamj,0,1
southerntower,0,1
southpaww,0,1
soy714,0,1
spaiva,0,1
spallaxx,0,1
spaxxts,0,1
spdchi,0,1
sped112,0,1
speedlearn,0,1
spetchess,0,1
spi2rone,0,1
spiceykid21,0,1
spideysenses,0,1
spiran,0,1
splintz,0,1
springeramrand,0,1
squadbedoesa,0,1
sreemon99,0,1
sreeraman,0,1
srpm,0,1
ss7gowda,0,1
st1l213,0,1
stailetyat,0,1
stalker56,0,1
startitan,0,1
stas777333,0,1
stavrosah,0,1
stawr,0,1
staydown,0,1
steenhanson,0,1
stefan_he,0,1
stereolab,0,1
stiffypawn,0,1
stigdagerman,0,1
stockbroker,0,1
stockfish_level_0,0,1
stoneangel,0,1
stonekilla13,0,1
stoptryingsodamnhard,0,1
stratus22,0,1
streeet1,0,1
streetbishop,0,1
strike88,0,1
stroyprospekt,0,1
strutqueen,0,1
stryker2202,0,1
studentpertama01,0,1
stxe4,0,1
styx13,0,1
sualan,0,1
subham777,0,1
sud3457,0,1
sudo_ybmt,0,1
suhamdi_bungo,0,1
sukhankin,0,1
sulyy,0,1
summu,0,1
sunilsb,0,1
sunlitvoid,0,1
supaproximalsix,0,1
superevans,0,1
supergenial,0,1
superiority,0,1
sureka_akshat,0,1
surgate,0,1
survivor33,0,1
surya9415,0,1
swarje,0,1
swindler930,0,1
switcherfill,0,1
syahran,0,1
syoung,0,1
systemd,0,1
szeweningen2,0,1
szkolkaszachowa,0,1
t0ne,0,1
tacticalattack,0,1
tafisch,0,1
tahsinkayas,0,1
tainamurilo,0,1
tajbo4,0,1
tajo12,0,1
takamaka,0,1
tal04,0,1
talforest,0,1
talisman159,0,1
talmagier,0,1
talomedina,0,1
tanishgup,0,1
tankez0r,0,1
tanphatls987,0,1
tarapacaperu,0,1
taras1814,0,1
tardigardi,0,1
tarekahmed91066,0,1
tarik2016,0,1
tarsis,0,1
tarum,0,1
tarunsngh,0,1
taw12,0,1
taylantrc,0,1
tbaruel,0,1
tchessk87,0,1
teddy1984,0,1
teddykaygeebee,0,1
teddykish,0,1
telme12,0,1
temperst,0,1
tengiz12,0,1
tenilla,0,1
tenple,0,1
teodor2014,0,1
terabaap,0,1
terrano,0,1
tes111,0,1
tesozg40,0,1
testing1234,0,1
tevfikyazici,0,1
tezzer,0,1
thawinter,0,1
thc228,0,1
the2001,0,1
the_btg,0,1
the_promise,0,1
theadrian,0,1
thealextag,0,1
theanswer13,0,1
theboss101,0,1
thechesschump,0,1
thefleegsleegs,0,1
thejamster,0,1
thejollyfellow,0,1
thejuicecar,0,1
thekingslastpawn,0,1
themunky,0,1
thenowhereman,0,1
thepradagy,0,1
thequeenisdead,0,1
thequeentwo,0,1
thercias,0,1
thesatantango,0,1
theshadowuser,0,1
thesmallbang,0,1
thesrinivaskumar,0,1
thevicentesilva98,0,1
thevu13,0,1
thiagobezerra,0,1
thinkingmanga63,0,1
thomix,0,1
thonynho,0,1
ti033ma,0,1
tidper,0,1
tijocoarriba,0,1
tillh,0,1
tillinator97,0,1
timexs,0,1
timur-30,0,1
timur-tamerlan,0,1
timur86,0,1
timur_kh,0,1
tintoreti,0,1
tireddoc,0,1
tisnjh,0,1
titaning,0,1
titian1,0,1
titopulo,0,1
tjchess,0,1
tjuafu,0,1
tjwds,0,1
tjwpdl,0,1
tobias-lichess,0,1
tofol,0,1
tohaimr,0,1
toliklunev,0,1
tolima307,0,1
tomislavlevi,0,1
tomisote,0,1
tomminator,0,1
tonidamigo,0,1
tonisubi,0,1
tontorron,0,1
tonybleff,0,1
tonycitrini,0,1
tonye,0,1
tonypons,0,1
top_cat_matroskin,0,1
topalovv,0,1
topraktoprak,0,1
tops123,0,1
torbar,0,1
tornadito,0,1
torrebranca,0,1
tortuguillo,0,1
tossinov,0,1
totalitarizm,0,1
totamoscal,0,1
tousfa,0,1
tower-bgk,0,1
toxicrazy,0,1
toxigen88,0,1
training,0,1
traka1,0,1
tranh,0,1
trashpanda,0,1
traverru,0,1
trebortau,0,1
tree33,0,1
trevorrogers95,0,1
trianovitz,0,1
trik1,0,1
trinankur,0,1
trippinboris,0,1
trithemius,0,1
trito,0,1
trois0,0,1
troxan,0,1
truenochess,0,1
trustme,0,1
tsarmaxamar,0,1
tscheezel,0,1
tsebar,0,1
tsi,0,1
tttony,0,1
tttt3333,0,1
ttttfffddddfed1,0,1
tuklaw,0,1
tumursuh,0,1
tuncay13,0,1
tupson,0,1
turgayto,0,1
turix,0,1
turkishcuirassier,0,1
tvertankist,0,1
tvlamp,0,1
tvnet,0,1
twiki,0,1
twoandahalf,0,1
tylda,0,1
udai1028,0,1
udaysatya,0,1
udobnyy,0,1
ugopompeo,0,1
ugursirmen,0,1
uguzzone,0,1
uhdaudio,0,1
ukrnoob,0,1
ulafec_007,0,1
uldmr,0,1
ulflyder,0,1
ulma21,0,1
ultrakid,0,1
ultralisco,0,1
umeshvarr,0,1
umma,0,1
umutarda_m,0,1
undodo,0,1
uniak,0,1
urbans,0,1
uriellaurito,0,1
urkos,0,1
urncat,0,1
urukovstom,0,1
urungu14,0,1
user21,0,1
v15halkumar,0,1
vaalosnah,0,1
vadik1810,0,1
vadim1965,0,1
vadonchezspeedy,0,1
vahapsanal,0,1
vajas,0,1
val4,0,1
valedol,0,1
valefort,0,1
valeiviale,0,1
valhak,0,1
valivarius,0,1
valkiria,0,1
vaniladr,0,1
vanraj,0,1
vanraj01,0,1
vanz123,0,1
varelse,0,1
varun2271,0,1
vasiliy_sumy,0,1
vasily61,0,1
vastas,0,1
vdn,0,1
veekky,0,1
vegard87,0,1
velador,0,1
velihiljainen,0,1
velosoff,0,1
venerabile48,0,1
vera08,0,1
verzini,0,1
vfhcbr,0,1
vicente_gar_bra,0,1
vicio,0,1
victor68,0,1
victor_simon,0,1
victordik,0,1
victorhugodass,0,1
victorpsiar,0,1
victoures,0,1
vijayalakshmi,0,1
vikingo31,0,1
vikowski,0,1
viktoar,0,1
viktor707,0,1
vikwww,0,1
vilar,0,1
vinoth,0,1
viperdios,0,1
viperfish12,0,1
virusxx4,0,1
visera601,0,1
vishenka65,0,1
vishfrnds,0,1
vishuvishu,0,1
vitoromanelli,0,1
vitruvio,0,1
viva_la_ukraine,0,1
vjhjpjd,0,1
vladimir007,0,1
vladimirrostov,0,1
vladimirsahmat0v,0,1
vladislavodessa,0,1
vladospamperos,0,1
vladroon22,0,1
vlajkooo,0,1
vocka,0,1
vojislav_seselj,0,1
vold111,0,1
voldemar15,0,1
volgodonsk1,0,1
volkov-21,0,1
voltimand,0,1
voselok,0,1
voskresensk,0,1
votseff,0,1
vovak,0,1
vpk1,0,1
vsirk,0,1
vtavkins,0,1
vukosi,0,1
vulcanforge,0,1
vvz74,0,1
vwhite,0,1
waki59,0,1
walledmisk,0,1
walpolemarsh,0,1
waltersobshak,0,1
walterwhite97,0,1
wanderson74,0,1
wangelillo,0,1
wansilence,0,1
wardsstone,0,1
wari,0,1
warnado,0,1
warrior_king,0,1
wartaqu,0,1
warumer,0,1
wattar,0,1
waverider,0,1
wavyboi,0,1
wazbi,0,1
weirdal,0,1
weteran,0,1
whiskeyinthejar,0,1
whitechocolate55,0,1
whited,0,1
whiteslon,0,1
whitethunder,0,1
whitteaker,0,1
whochess,0,1
whoismuriloo,0,1
whynot46,0,1
wibe,0,1
wilane,0,1
wilbruh,0,1
wildfig,0,1
wiliiliw,0,1
will_sun,0,1
willisand,0,1
willoh,0,1
winnirossi,0,1
wiseoldking,0,1
wishiwasbetter,0,1
wismith,0,1
wissamram,0,1
witnik,0,1
wizzards,0,1
wlad26091989,0,1
woodbird,0,1
woodcrusher75,0,1
woolypencil,0,1
woundedkneew,0,1
wpao,0,1
wpc96,0,1
wschiefele,0,1
wylly,0,1
xakma,0,1
xamateur,0,1
xandinho,0,1
xavier-yazid87,0,1
xedfr,0,1
xedrac,0,1
xek0ff,0,1
xipsychox,0,1
xmen123,0,1
xogu_kohem,0,1
xslyepov,0,1
xtianjr,0,1
xtreh,0,1
xures,0,1
xvid,0,1
xxfudoxx,0,1
xxsecondsplay,0,1
xxxlucasxxx,0,1
yaaaaaaaaarg,0,1
yagoluz,0,1
yahya-qasem,0,1
yakov123,0,1
yakovlevoleg,0,1
yamaarashi,0,1
yamamoto8,0,1
yarbis,0,1
yarchik2005,0,1
yashin78,0,1
yashvantkumar,0,1
yaspoptint,0,1
yayaang,0,1
yelilyina,0,1
yersinia_pestis,0,1
yexsoo,0,1
ykosta,0,1
yogeshvar,0,1
yokyramirez,0,1
yolandoparada,0,1
yomoime,0,1
yomomma,0,1
yonilev,0,1
yorgi53,0,1
yorman79,0,1
yosi_ptmbf,0,1
yosoirojo,0,1
younggandhi,0,1
yourturnsoon,0,1
yousefnezhadali,0,1
yramb,0,1
yriibass,0,1
yudi-aja,0,1
yugo74,0,1
yuliya007,0,1
yumafiktif,0,1
yur-koto,0,1
yusuf72,0,1
yuzas,0,1
z52,0,1
z_nihat2004_z,0,1
zackittup,0,1
zafod_biblbrox,0,1
zahirihaz,0,1
zako17,0,1
zalmoxe,0,1
zamis,0,1
zangano,0,1
zangi,0,1
zaraki2103,0,1
zaretsky,0,1
zauri_odisharia,0,1
zbinladen,0,1
zeck123,0,1
zenith-bjb,0,1
zenz,0,1
zeus111111,0,1
zeya2500,0,1
zezo86,0,1
zhilenkov,0,1
zhulec,0,1
ziad26150,0,1
ziffy,0,1
zijakg,0,1
zilberman1,0,1
zizonaz,0,1
zkatan,0,1
zodiac15,0,1
zoerichi,0,1
zonguldak1980,0,1
zonvolt,0,1
zpino,0,1
zsocesz,0,1
zubairali,0,1
zubajda,0,1
zuri,0,1
zuul,0,1
zuzino,0,1
zygot,0,1
zz12345,0,1
zzblesk,0,1
zzeljko,0,1
